raw_idx,timestamp,log_key,content
549,2008-11-10 11:12:29,3,Received block blk_-2856928563366064757 of size 67108864 from /10.251.42.9
550,2008-11-10 11:12:48,2,PacketResponder 2 for block blk_8348114876238571434 terminating
551,2008-11-10 11:13:08,4,Receiving block blk_1744485040428751334 src: /10.250.5.237:52234 dest: /10.250.5.237:50010
552,2008-11-10 11:14:04,7,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495. blk_-7592643790414500555
553,2008-11-10 11:14:05,3,Received block blk_-5960135894031733009 of size 67108864 from /10.251.126.83
554,2008-11-10 11:14:09,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.143:50010 is added to blk_8952177028039691517 size 67108864
555,2008-11-10 11:14:15,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_939695665085237271 size 67108864
556,2008-11-10 11:15:47,7,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587. blk_6374836031306809839
557,2008-11-10 11:16:38,4,Receiving block blk_1394107495884949139 src: /10.250.10.100:33314 dest: /10.250.10.100:50010
558,2008-11-10 11:16:47,2,PacketResponder 1 for block blk_-1751996688557225241 terminating
559,2008-11-10 11:16:50,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-3990317238913332296 size 67108864
560,2008-11-10 11:17:32,2,PacketResponder 0 for block blk_7837529475466774167 terminating
561,2008-11-10 11:17:48,4,Receiving block blk_1057763407402503745 src: /10.251.30.134:36059 dest: /10.251.30.134:50010
562,2008-11-10 11:18:07,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_8988793695103110546 size 67108864
563,2008-11-10 11:18:26,3,Received block blk_-5340841684362207777 of size 67108864 from /10.251.198.33
564,2008-11-10 11:19:09,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864
565,2008-11-10 11:19:58,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2144263949276079479 size 3547172
566,2008-11-10 11:20:55,4,Receiving block blk_-6927870228542972281 src: /10.250.7.230:41059 dest: /10.250.7.230:50010
567,2008-11-10 11:21:52,2,PacketResponder 0 for block blk_6610244864386894422 terminating
568,2008-11-10 11:21:55,10,Verification succeeded for blk_774612454978154966
569,2008-11-10 11:22:34,4,Receiving block blk_6672666770563118759 src: /10.251.71.68:44457 dest: /10.251.71.68:50010
570,2008-11-10 11:23:10,4,Receiving block blk_4783621682384104986 src: /10.251.193.224:52556 dest: /10.251.193.224:50010
571,2008-11-10 11:23:24,2,PacketResponder 0 for block blk_-1387034299358896632 terminating
572,2008-11-10 11:24:48,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-5012639079435860269 size 67108864
573,2008-11-10 11:25:11,3,Received block blk_5600017220681756254 of size 67108864 from /10.251.214.130
574,2008-11-10 11:25:16,4,Receiving block blk_8235751201501175836 src: /10.250.11.194:37449 dest: /10.250.11.194:50010
575,2008-11-10 11:26:15,4,Receiving block blk_-8838161455213213548 src: /10.251.199.150:58165 dest: /10.251.199.150:50010
576,2008-11-10 11:26:29,3,Received block blk_-3741526967786688540 of size 67108864 from /10.251.74.79
577,2008-11-10 11:26:53,3,Received block blk_120277101968534224 of size 67108864 from /10.251.122.65
578,2008-11-10 11:27:16,4,Receiving block blk_7535677865140289610 src: /10.251.26.131:47660 dest: /10.251.26.131:50010
579,2008-11-10 11:27:39,3,Received block blk_-5814328448485070742 of size 67108864 from /10.251.74.134
580,2008-11-10 11:27:44,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_1021828391502582165 size 67108864
581,2008-11-10 11:28:07,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_3202507081359904616 size 67108864
582,2008-11-10 11:30:17,4,Receiving block blk_102441832197223997 src: /10.251.123.195:49611 dest: /10.251.123.195:50010
583,2008-11-10 11:34:07,3,Received block blk_3242229894054064344 of size 3540106 from /10.250.15.240
584,2008-11-10 11:36:36,5,Deleting block blk_-7601381921195183756 file /mnt/hadoop/dfs/data/current/subdir48/blk_-7601381921195183756
585,2008-11-10 11:39:19,3,Received block blk_2157471834570224881 of size 67108864 from /10.251.126.22
586,2008-11-10 11:39:52,3,Received block blk_-7029628814943626474 of size 67108864 from /10.250.7.230
587,2008-11-10 11:39:55,4,Receiving block blk_-931590117143327078 src: /10.251.42.191:44480 dest: /10.251.42.191:50010
588,2008-11-10 11:40:05,2,PacketResponder 1 for block blk_4967492069970766092 terminating
589,2008-11-10 11:40:19,2,PacketResponder 2 for block blk_-1485317050914225917 terminating
590,2008-11-10 11:40:20,4,Receiving block blk_1727371778357941761 src: /10.251.126.255:42844 dest: /10.251.126.255:50010
591,2008-11-10 11:41:19,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-2402036602753320612 size 67108864
592,2008-11-10 11:41:44,3,Received block blk_-1849105860762445186 of size 67108864 from /10.251.91.229
593,2008-11-10 11:42:31,4,Receiving block blk_-7820996703068538967 src: /10.251.35.1:59569 dest: /10.251.35.1:50010
594,2008-11-10 11:43:09,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430
595,2008-11-10 11:43:15,3,Received block blk_1646909113279517647 of size 67108864 from /10.251.214.130
596,2008-11-10 11:43:19,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_-8145226289286457574 size 67108864
597,2008-11-10 11:43:47,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_5809900021002850724 size 67108864
598,2008-11-10 11:43:54,4,Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010
599,2008-11-10 11:43:57,4,Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010
600,2008-11-10 11:44:49,4,Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010
601,2008-11-10 11:44:54,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017
602,2008-11-10 11:45:04,4,Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010
603,2008-11-10 11:46:37,2,PacketResponder 1 for block blk_-5828360070550196756 terminating
604,2008-11-10 11:47:17,2,PacketResponder 2 for block blk_-7683667795522321323 terminating
605,2008-11-10 11:47:24,4,Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50010
606,2008-11-10 11:47:38,4,Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.196:50010
607,2008-11-10 11:50:17,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864
608,2008-11-10 11:52:02,4,Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010
609,2008-11-10 11:52:04,4,Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010
610,2008-11-10 11:52:26,4,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010
611,2008-11-10 11:54:08,4,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010
612,2008-11-10 11:55:26,4,Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010
613,2008-11-10 11:56:14,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864
614,2008-11-10 11:57:00,2,PacketResponder 1 for block blk_-8745453424063341007 terminating
615,2008-11-10 11:57:34,3,Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188
616,2008-11-10 11:57:37,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864
617,2008-11-10 11:57:42,2,PacketResponder 1 for block blk_6017354285686373326 terminating
618,2008-11-10 11:58:04,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864
619,2008-11-10 11:59:34,3,Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4
620,2008-11-10 12:01:03,2,PacketResponder 2 for block blk_-5321676321043683563 terminating
621,2008-11-10 12:01:39,2,PacketResponder 1 for block blk_-357695136519539363 terminating
622,2008-11-10 12:02:33,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864
623,2008-11-10 12:02:46,2,PacketResponder 1 for block blk_1279439901767890758 terminating
624,2008-11-10 12:02:47,4,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010
625,2008-11-10 12:02:47,3,Received block blk_469871968689793326 of size 67108864 from /10.251.30.179
626,2008-11-10 12:04:10,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655
627,2008-11-10 12:04:29,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864
628,2008-11-10 12:05:16,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864
629,2008-11-10 12:05:24,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864
630,2008-11-10 12:06:21,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372
631,2008-11-10 12:07:18,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864
632,2008-11-10 12:08:07,3,Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229
633,2008-11-10 12:08:57,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864
634,2008-11-10 12:09:31,4,Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010
635,2008-11-10 12:10:45,4,Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010
636,2008-11-10 12:11:36,4,Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010
637,2008-11-10 12:11:53,3,Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64
638,2008-11-10 12:11:56,4,Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010
639,2008-11-10 12:12:02,2,PacketResponder 2 for block blk_6514181997629420906 terminating
640,2008-11-10 12:12:48,4,Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010
641,2008-11-10 12:14:02,2,PacketResponder 1 for block blk_-3339018122410311668 terminating
642,2008-11-10 12:16:47,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864
643,2008-11-10 12:17:11,2,PacketResponder 2 for block blk_-1680563440028826904 terminating
644,2008-11-10 12:17:58,3,Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67
645,2008-11-10 12:17:58,10,Verification succeeded for blk_1649162819905816843
646,2008-11-10 12:19:43,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938
647,2008-11-10 12:19:51,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864
648,2008-11-10 12:21:21,4,Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010
649,2008-11-10 12:22:07,3,Received block blk_48742413802609430 of size 67108864 from /10.251.106.10
650,2008-11-10 12:22:10,4,Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010
651,2008-11-10 12:23:09,3,Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213
652,2008-11-10 12:23:14,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864
653,2008-11-10 12:24:07,3,Received block blk_692184983396207285 of size 67108864 from /10.250.6.214
654,2008-11-10 12:24:44,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864
655,2008-11-10 12:26:07,3,Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10
656,2008-11-10 12:26:09,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864
657,2008-11-10 12:26:30,4,Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010
658,2008-11-10 12:26:48,4,Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010
659,2008-11-10 12:27:02,4,Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010
660,2008-11-10 12:27:17,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864
661,2008-11-10 12:27:19,4,Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010
662,2008-11-10 12:30:08,2,PacketResponder 1 for block blk_-1490623381339215624 terminating
663,2008-11-10 12:30:12,4,Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010
664,2008-11-10 12:30:40,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864
665,2008-11-10 12:31:14,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864
666,2008-11-10 12:31:32,3,Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52
667,2008-11-10 12:32:37,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733
669,2008-11-10 12:32:52,3,Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255
668,2008-11-10 12:32:52,3,Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147
670,2008-11-10 12:33:09,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864
671,2008-11-10 12:34:01,3,Received block blk_557803157214911261 of size 67108864 from /10.251.198.196
672,2008-11-10 12:34:53,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269
673,2008-11-10 12:35:17,2,PacketResponder 2 for block blk_7345322407792942877 terminating
674,2008-11-10 12:35:41,2,PacketResponder 1 for block blk_-8939321760994370713 terminating
675,2008-11-10 12:35:43,2,PacketResponder 0 for block blk_3958940914408609637 terminating
676,2008-11-10 12:37:26,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968. blk_5106303344783117537
677,2008-11-10 12:38:10,4,Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:50010
678,2008-11-10 12:38:27,2,PacketResponder 1 for block blk_-5587827566367944828 terminating
679,2008-11-10 12:41:58,8,10.250.11.53:50010 Served block blk_-743349875664670637 to /10.250.11.53
680,2008-11-10 12:41:59,9,10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:
681,2008-11-10 12:48:17,9,10.251.74.79:50010:Got exception while serving blk_2139707931694085102 to /10.251.111.228:
682,2008-11-10 12:51:38,9,10.251.42.246:50010:Got exception while serving blk_-3056652732896088330 to /10.251.27.63:
683,2008-11-10 12:59:14,9,10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:
684,2008-11-10 12:59:20,9,10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:
685,2008-11-10 13:03:15,9,10.251.71.240:50010:Got exception while serving blk_-8082428389627750477 to /10.251.71.97:
686,2008-11-10 13:05:58,8,10.251.39.192:50010 Served block blk_6338761369201338121 to /10.251.90.81
687,2008-11-10 13:10:41,9,10.251.122.38:50010:Got exception while serving blk_7489155602821840025 to /10.251.26.8:
688,2008-11-10 13:11:28,8,10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114
689,2008-11-10 13:12:33,9,10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:
690,2008-11-10 13:18:06,9,10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:
691,2008-11-10 13:19:50,9,10.251.30.85:50010:Got exception while serving blk_8059204889272489644 to /10.250.7.96:
692,2008-11-10 13:25:23,9,10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:
693,2008-11-10 13:33:37,8,10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64
694,2008-11-10 13:36:57,9,10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:
695,2008-11-10 13:38:23,8,10.251.203.149:50010 Served block blk_-1432303681669932458 to /10.250.10.176
696,2008-11-10 13:39:46,9,10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:
697,2008-11-10 13:54:29,9,10.251.70.37:50010:Got exception while serving blk_1646534811870220828 to /10.250.11.100:
698,2008-11-10 13:56:45,10,Verification succeeded for blk_-4984504651603069357
699,2008-11-10 13:56:53,9,10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:
700,2008-11-10 13:58:03,8,10.251.214.18:50010 Served block blk_7297060562345904886 to /10.251.29.239
701,2008-11-10 13:58:06,9,10.251.215.70:50010:Got exception while serving blk_-7391656937286046074 to /10.251.107.196:
702,2008-11-10 14:28:41,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394
703,2008-11-10 14:32:22,4,Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010
704,2008-11-10 14:32:32,2,PacketResponder 2 for block blk_3584162266158512993 terminating
705,2008-11-10 14:33:18,2,PacketResponder 2 for block blk_-2591043665372016488 terminating
706,2008-11-10 14:33:36,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000257_0/part-00257. blk_-1732662141253491971
707,2008-11-10 14:33:53,4,Receiving block blk_4959462704623252283 src: /10.251.125.174:44166 dest: /10.251.125.174:50010
708,2008-11-10 14:34:30,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4553790855855864497 size 67108864
709,2008-11-10 14:35:51,4,Receiving block blk_-3261177124784025140 src: /10.251.29.239:43937 dest: /10.251.29.239:50010
710,2008-11-10 14:35:54,3,Received block blk_7501235595045510958 of size 67108864 from /10.251.214.67
711,2008-11-10 14:36:13,4,Receiving block blk_-3486808304671603275 src: /10.251.30.85:37518 dest: /10.251.30.85:50010
712,2008-11-10 14:36:51,4,Receiving block blk_6563909003697001371 src: /10.251.39.144:48872 dest: /10.251.39.144:50010
713,2008-11-10 14:37:25,2,PacketResponder 0 for block blk_4068667188725811395 terminating
714,2008-11-10 14:37:36,4,Receiving block blk_-7355153279766988632 src: /10.251.194.245:35876 dest: /10.251.194.245:50010
715,2008-11-10 14:39:20,4,Receiving block blk_-4854562124894030819 src: /10.250.10.100:40486 dest: /10.250.10.100:50010
716,2008-11-10 14:39:45,3,Received block blk_1828089683746536118 of size 67108864 from /10.250.6.223
717,2008-11-10 14:40:04,4,Receiving block blk_1345503778930512538 src: /10.251.75.163:40307 dest: /10.251.75.163:50010
718,2008-11-10 14:40:24,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.70:50010 is added to blk_4318179566727871532 size 67108864
719,2008-11-10 14:40:35,2,PacketResponder 2 for block blk_727000711161641724 terminating
720,2008-11-10 14:41:00,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-2916658835497879256 size 67108864
721,2008-11-10 14:42:01,3,Received block blk_7227035060836018780 of size 67108864 from /10.250.5.237
722,2008-11-10 14:42:20,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to blk_4069436988023676023 size 67108864
723,2008-11-10 14:43:09,3,Received block blk_-3981735565440284420 of size 67108864 from /10.251.127.243
724,2008-11-10 14:44:04,4,Receiving block blk_728165942214842306 src: /10.251.30.179:57828 dest: /10.251.30.179:50010
725,2008-11-10 14:45:09,4,Receiving block blk_-3157541550945505354 src: /10.251.125.193:45917 dest: /10.251.125.193:50010
726,2008-11-10 14:45:46,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_7838843222458775811 size 67108864
727,2008-11-10 14:45:47,2,PacketResponder 2 for block blk_3088175971503531298 terminating
728,2008-11-10 14:46:43,3,Received block blk_-3620767662957963389 of size 67108864 from /10.251.203.179
729,2008-11-10 14:47:35,4,Receiving block blk_-5078186985701364847 src: /10.251.37.240:35757 dest: /10.251.37.240:50010
730,2008-11-10 14:47:50,4,Receiving block blk_7193551490488433552 src: /10.251.74.227:44191 dest: /10.251.74.227:50010
731,2008-11-10 14:48:48,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-8022986908643041177 size 67108864
732,2008-11-10 14:49:47,4,Receiving block blk_-5003122231679852524 src: /10.250.7.230:51033 dest: /10.250.7.230:50010
733,2008-11-10 14:50:21,3,Received block blk_-3276232266876914214 of size 67108864 from /10.250.7.146
734,2008-11-10 14:50:37,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000210_0/part-00210. blk_-7667417209393167541
735,2008-11-10 14:51:14,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_-5400783031085008882 size 67108864
736,2008-11-10 14:51:20,2,PacketResponder 2 for block blk_-1197396592032418307 terminating
737,2008-11-10 14:52:03,2,PacketResponder 0 for block blk_7533949673910842243 terminating
738,2008-11-10 14:52:13,2,PacketResponder 2 for block blk_8842097432176169457 terminating
739,2008-11-10 14:54:52,3,Received block blk_560063894682806537 of size 67108864 from /10.251.194.129
740,2008-11-10 14:55:06,3,Received block blk_2652444451422301232 of size 67108864 from /10.251.214.225
741,2008-11-10 14:56:06,3,Received block blk_7016884347337429710 of size 67108864 from /10.251.194.129
742,2008-11-10 14:56:06,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.131:50010 is added to blk_-4174618838156947380 size 67108864
743,2008-11-10 14:57:03,2,PacketResponder 1 for block blk_-3402248757106237109 terminating
744,2008-11-10 14:57:46,4,Receiving block blk_-8915123233040672605 src: /10.250.10.176:58294 dest: /10.250.10.176:50010
745,2008-11-10 14:57:49,3,Received block blk_-5633587983998853189 of size 67108864 from /10.251.73.220
746,2008-11-10 14:58:18,2,PacketResponder 1 for block blk_2570966823909513791 terminating
747,2008-11-10 14:59:31,3,Received block blk_-6168484338203583997 of size 67108864 from /10.251.39.192
748,2008-11-10 14:59:44,4,Receiving block blk_-3172594752427649592 src: /10.251.198.196:57807 dest: /10.251.198.196:50010
749,2008-11-10 15:00:09,2,PacketResponder 2 for block blk_8285441926344578159 terminating
750,2008-11-10 15:01:25,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_7415823309220171667 size 67108864
751,2008-11-10 15:02:05,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000116_0/part-00116. blk_6749232449432458524
752,2008-11-10 15:02:38,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_-5427918313707752877 size 67108864
753,2008-11-10 15:02:40,4,Receiving block blk_-4673509946769671609 src: /10.251.30.85:34022 dest: /10.251.30.85:50010
754,2008-11-10 15:02:54,10,Verification succeeded for blk_-7803343374223161433
755,2008-11-10 15:03:16,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-3275237990609680332 size 67108864
756,2008-11-10 15:04:36,4,Receiving block blk_-8584158329012779023 src: /10.250.19.16:50122 dest: /10.250.19.16:50010
757,2008-11-10 15:04:55,4,Receiving block blk_-4468166796563085237 src: /10.251.215.50:53705 dest: /10.251.215.50:50010
758,2008-11-10 15:05:31,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000315_0/part-00315. blk_-463998587096565542
759,2008-11-10 15:06:00,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_578261619176233743 size 67108864
760,2008-11-10 15:06:18,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_-3897674589140998025 size 67108864
761,2008-11-10 15:07:51,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.17.225:50010 is added to blk_-3573208405519699182 size 67108864
762,2008-11-10 15:08:09,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_4154740411570608045 size 67108864
763,2008-11-10 15:09:33,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.179:50010 is added to blk_8188837227311063557 size 67108864
764,2008-11-10 15:11:15,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_-4208396523159735354 size 67108864
765,2008-11-10 15:12:02,4,Receiving block blk_7572868180557515526 src: /10.251.214.130:38983 dest: /10.251.214.130:50010
766,2008-11-10 15:12:29,2,PacketResponder 2 for block blk_-1733803097614960767 terminating
767,2008-11-10 15:13:07,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000152_0/part-00152. blk_-7603795308074215276
768,2008-11-10 15:14:27,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000344_0/part-00344. blk_-2004529166303428909
769,2008-11-10 15:15:03,4,Receiving block blk_-5817942497672492100 src: /10.251.107.19:35639 dest: /10.251.107.19:50010
770,2008-11-10 15:15:58,2,PacketResponder 1 for block blk_-7512746652453970810 terminating
771,2008-11-10 15:16:00,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_2618566506268332756 size 67108864
772,2008-11-10 15:17:17,3,Received block blk_-265588615173040885 of size 67108864 from /10.251.215.70
773,2008-11-10 15:19:02,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.188:50010 is added to blk_5971534893446541111 size 67108864
774,2008-11-10 15:19:40,4,Receiving block blk_4742178675580222210 src: /10.251.42.9:60232 dest: /10.251.42.9:50010
775,2008-11-10 15:21:37,2,PacketResponder 2 for block blk_-900229825899812461 terminating
776,2008-11-10 15:21:47,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.37:50010 is added to blk_300967862449910205 size 67108864
777,2008-11-10 15:22:15,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.227:50010 is added to blk_2059389709317340334 size 67108864
778,2008-11-10 15:22:40,2,PacketResponder 0 for block blk_-6865167803683277211 terminating
